ball_cx, ball_cy, ball_vx, ball_vy, paddle_y, paddle_vy
781, 457, 3, -3, 403, 3
778, 460, -3, 3, 406, 3
775, 463, -3, 3, 409, 3
772, 466, -3, 3, 412, 3
769, 469, -3, 3, 415, 3
766, 472, -3, 3, 418, 3
763, 475, -3, 3, 421, 3
760, 478, -3, 3, 424, 3
757, 481, -3, 3, 427, 3
754, 484, -3, 3, 430, 3
751, 487, -3, 3, 433, 3
748, 490, -3, 3, 436, 3
745, 493, -3, 3, 439, 3
742, 496, -3, 3, 442, 3
739, 499, -3, 3, 445, 3
736, 502, -3, 3, 448, 3
733, 505, -3, 3, 451, 3
730, 508, -3, 3, 454, 3
727, 511, -3, 3, 457, 3
724, 514, -3, 3, 460, 3
721, 517, -3, 3, 460, 0
718, 520, -3, 3, 460, 0
715, 523, -3, 3, 460, 0
712, 526, -3, 3, 460, 0
709, 529, -3, 3, 460, 0
706, 532, -3, 3, 460, 0
703, 535, -3, 3, 460, 0
700, 538, -3, 3, 460, 0
697, 541, -3, 3, 460, 0
694, 544, -3, 3, 460, 0
691, 547, -3, 3, 460, 0
688, 550, -3, 3, 460, 0
685, 553, -3, 3, 460, 0
682, 556, -3, 3, 460, 0
679, 559, -3, 3, 460, 0
676, 562, -3, 3, 460, 0
673, 565, -3, 3, 460, 0
670, 568, -3, 3, 460, 0
667, 571, -3, 3, 460, 0
664, 574, -3, 3, 460, 0
661, 577, -3, 3, 460, 0
658, 580, -3, 3, 460, 0
655, 583, -3, 3, 460, 0
652, 586, -3, 3, 460, 0
649, 589, -3, 3, 460, 0
646, 592, -3, 3, 460, 0
643, 589, -3, -3, 460, 0
640, 586, -3, -3, 460, 0
637, 583, -3, -3, 460, 0
634, 580, -3, -3, 460, 0
631, 577, -3, -3, 460, 0
628, 574, -3, -3, 460, 0
625, 571, -3, -3, 460, 0
622, 568, -3, -3, 460, 0
619, 565, -3, -3, 460, 0
616, 562, -3, -3, 460, 0
613, 559, -3, -3, 460, 0
610, 556, -3, -3, 460, 0
607, 553, -3, -3, 460, 0
604, 550, -3, -3, 460, 0
601, 547, -3, -3, 460, 0
598, 544, -3, -3, 460, 0
595, 541, -3, -3, 460, 0
592, 538, -3, -3, 460, 0
589, 535, -3, -3, 460, 0
586, 532, -3, -3, 460, 0
583, 529, -3, -3, 460, 0
580, 526, -3, -3, 460, 0
577, 523, -3, -3, 460, 0
574, 520, -3, -3, 460, 0
571, 517, -3, -3, 460, 0
568, 514, -3, -3, 460, 0
565, 511, -3, -3, 460, 0
562, 508, -3, -3, 460, 0
559, 505, -3, -3, 460, 0
556, 502, -3, -3, 460, 0
553, 499, -3, -3, 460, 0
550, 496, -3, -3, 460, 0
547, 493, -3, -3, 460, 0
544, 490, -3, -3, 460, 0
541, 487, -3, -3, 460, 0
538, 484, -3, -3, 460, 0
535, 481, -3, -3, 460, 0
532, 478, -3, -3, 460, 0
529, 475, -3, -3, 460, 0
526, 472, -3, -3, 460, 0
523, 469, -3, -3, 460, 0
520, 466, -3, -3, 460, 0
517, 463, -3, -3, 460, 0
514, 460, -3, -3, 460, 0
511, 457, -3, -3, 460, 0
508, 454, -3, -3, 460, 0
505, 451, -3, -3, 460, 0
502, 448, -3, -3, 460, 0
499, 445, -3, -3, 460, 0
496, 442, -3, -3, 460, 0
493, 439, -3, -3, 460, 0
490, 436, -3, -3, 460, 0
487, 433, -3, -3, 460, 0
484, 430, -3, -3, 460, 0
481, 427, -3, -3, 460, 0
478, 424, -3, -3, 460, 0
475, 421, -3, -3, 460, 0
472, 418, -3, -3, 460, 0
469, 415, -3, -3, 460, 0
466, 412, -3, -3, 460, 0
463, 409, -3, -3, 460, 0
460, 406, -3, -3, 460, 0
457, 403, -3, -3, 460, 0
454, 400, -3, -3, 460, 0
451, 397, -3, -3, 460, 0
448, 394, -3, -3, 460, 0
445, 391, -3, -3, 460, 0
442, 388, -3, -3, 460, 0
439, 385, -3, -3, 460, 0
436, 382, -3, -3, 460, 0
433, 379, -3, -3, 460, 0
430, 376, -3, -3, 460, 0
427, 373, -3, -3, 460, 0
424, 370, -3, -3, 460, 0
421, 367, -3, -3, 460, 0
418, 364, -3, -3, 460, 0
415, 361, -3, -3, 460, 0
412, 358, -3, -3, 460, 0
409, 355, -3, -3, 460, 0
406, 352, -3, -3, 460, 0
403, 349, -3, -3, 460, 0
400, 346, -3, -3, 460, 0
397, 343, -3, -3, 460, 0
394, 340, -3, -3, 460, 0
391, 337, -3, -3, 460, 0
388, 334, -3, -3, 460, 0
385, 331, -3, -3, 460, 0
382, 328, -3, -3, 457, -3
379, 325, -3, -3, 454, -3
376, 322, -3, -3, 451, -3
373, 319, -3, -3, 448, -3
370, 316, -3, -3, 445, -3
367, 313, -3, -3, 442, -3
364, 310, -3, -3, 439, -3
361, 307, -3, -3, 436, -3
358, 304, -3, -3, 436, 0
355, 301, -3, -3, 436, 0
352, 298, -3, -3, 436, 0
349, 295, -3, -3, 436, 0
346, 292, -3, -3, 436, 0
343, 289, -3, -3, 436, 0
340, 286, -3, -3, 436, 0
337, 283, -3, -3, 436, 0
334, 280, -3, -3, 436, 0
331, 277, -3, -3, 436, 0
328, 274, -3, -3, 436, 0
325, 271, -3, -3, 436, 0
322, 268, -3, -3, 436, 0
319, 265, -3, -3, 436, 0
316, 262, -3, -3, 436, 0
313, 259, -3, -3, 436, 0
310, 256, -3, -3, 436, 0
307, 253, -3, -3, 436, 0
304, 250, -3, -3, 436, 0
301, 247, -3, -3, 436, 0
298, 244, -3, -3, 436, 0
295, 241, -3, -3, 436, 0
292, 238, -3, -3, 436, 0
289, 235, -3, -3, 436, 0
286, 232, -3, -3, 436, 0
283, 229, -3, -3, 436, 0
280, 226, -3, -3, 436, 0
277, 223, -3, -3, 436, 0
274, 220, -3, -3, 436, 0
271, 217, -3, -3, 436, 0
268, 214, -3, -3, 436, 0
265, 211, -3, -3, 436, 0
262, 208, -3, -3, 436, 0
259, 205, -3, -3, 436, 0
256, 202, -3, -3, 436, 0
253, 199, -3, -3, 436, 0
250, 196, -3, -3, 436, 0
247, 193, -3, -3, 436, 0
244, 190, -3, -3, 436, 0
241, 187, -3, -3, 436, 0
238, 184, -3, -3, 436, 0
235, 181, -3, -3, 436, 0
232, 178, -3, -3, 436, 0
229, 175, -3, -3, 436, 0
226, 172, -3, -3, 436, 0
223, 169, -3, -3, 436, 0
220, 166, -3, -3, 436, 0
217, 163, -3, -3, 436, 0
214, 160, -3, -3, 436, 0
211, 157, -3, -3, 436, 0
208, 154, -3, -3, 436, 0
205, 151, -3, -3, 436, 0
202, 148, -3, -3, 436, 0
199, 145, -3, -3, 436, 0
196, 142, -3, -3, 436, 0
193, 139, -3, -3, 436, 0
190, 136, -3, -3, 436, 0
187, 133, -3, -3, 436, 0
184, 130, -3, -3, 436, 0
181, 127, -3, -3, 436, 0
178, 124, -3, -3, 436, 0
175, 121, -3, -3, 436, 0
172, 118, -3, -3, 436, 0
169, 115, -3, -3, 436, 0
166, 112, -3, -3, 436, 0
163, 109, -3, -3, 436, 0
160, 106, -3, -3, 436, 0
157, 103, -3, -3, 436, 0
154, 100, -3, -3, 436, 0
151, 97, -3, -3, 436, 0
148, 94, -3, -3, 436, 0
145, 91, -3, -3, 436, 0
142, 88, -3, -3, 436, 0
139, 85, -3, -3, 436, 0
136, 82, -3, -3, 436, 0
133, 79, -3, -3, 436, 0
130, 76, -3, -3, 436, 0
127, 73, -3, -3, 436, 0
124, 70, -3, -3, 436, 0
121, 67, -3, -3, 436, 0
118, 64, -3, -3, 436, 0
115, 61, -3, -3, 436, 0
112, 58, -3, -3, 436, 0
109, 55, -3, -3, 436, 0
106, 52, -3, -3, 436, 0
103, 49, -3, -3, 436, 0
100, 46, -3, -3, 436, 0
97, 43, -3, -3, 436, 0
94, 40, -3, -3, 436, 0
91, 37, -3, -3, 436, 0
88, 34, -3, -3, 436, 0
85, 31, -3, -3, 436, 0
82, 28, -3, -3, 436, 0
79, 25, -3, -3, 436, 0
76, 22, -3, -3, 436, 0
73, 19, -3, -3, 436, 0
70, 16, -3, -3, 436, 0
67, 13, -3, -3, 436, 0
64, 10, -3, -3, 436, 0
61, 7, -3, -3, 436, 0
58, 10, -3, 3, 436, 0
55, 13, -3, 3, 436, 0
52, 16, -3, 3, 436, 0
49, 19, -3, 3, 436, 0
46, 22, -3, 3, 436, 0
43, 25, -3, 3, 436, 0
40, 28, -3, 3, 436, 0
37, 31, -3, 3, 436, 0
34, 34, -3, 3, 436, 0
31, 37, -3, 3, 436, 0
28, 40, -3, 3, 436, 0
25, 43, -3, 3, 436, 0
22, 46, -3, 3, 436, 0
19, 49, -3, 3, 436, 0
16, 52, -3, 3, 436, 0
13, 55, -3, 3, 436, 0
10, 58, -3, 3, 436, 0
7, 61, -3, 3, 436, 0
10, 64, 3, 3, 436, 0
13, 67, 3, 3, 436, 0
16, 70, 3, 3, 436, 0
19, 73, 3, 3, 436, 0
22, 76, 3, 3, 436, 0
25, 79, 3, 3, 436, 0
28, 82, 3, 3, 436, 0
31, 85, 3, 3, 436, 0
34, 88, 3, 3, 436, 0
37, 91, 3, 3, 436, 0
40, 94, 3, 3, 436, 0
43, 97, 3, 3, 436, 0
46, 100, 3, 3, 436, 0
49, 103, 3, 3, 436, 0
52, 106, 3, 3, 436, 0
55, 109, 3, 3, 436, 0
58, 112, 3, 3, 436, 0
61, 115, 3, 3, 436, 0
64, 118, 3, 3, 436, 0
67, 121, 3, 3, 436, 0
70, 124, 3, 3, 436, 0
73, 127, 3, 3, 436, 0
76, 130, 3, 3, 436, 0
79, 133, 3, 3, 436, 0
82, 136, 3, 3, 436, 0
85, 139, 3, 3, 436, 0
88, 142, 3, 3, 436, 0
91, 145, 3, 3, 436, 0
94, 148, 3, 3, 433, -3
97, 151, 3, 3, 430, -3
100, 154, 3, 3, 427, -3
103, 157, 3, 3, 424, -3
106, 160, 3, 3, 421, -3
109, 163, 3, 3, 418, -3
112, 166, 3, 3, 415, -3
115, 169, 3, 3, 415, 0
118, 172, 3, 3, 415, 0
121, 175, 3, 3, 415, 0
124, 178, 3, 3, 415, 0
127, 181, 3, 3, 415, 0
130, 184, 3, 3, 415, 0
133, 187, 3, 3, 412, -3
136, 190, 3, 3, 409, -3
139, 193, 3, 3, 406, -3
142, 196, 3, 3, 403, -3
145, 199, 3, 3, 400, -3
148, 202, 3, 3, 397, -3
151, 205, 3, 3, 397, 0
154, 208, 3, 3, 397, 0
157, 211, 3, 3, 397, 0
160, 214, 3, 3, 397, 0
163, 217, 3, 3, 397, 0
166, 220, 3, 3, 394, -3
169, 223, 3, 3, 391, -3
172, 226, 3, 3, 388, -3
175, 229, 3, 3, 385, -3
178, 232, 3, 3, 382, -3
181, 235, 3, 3, 379, -3
184, 238, 3, 3, 379, 0
187, 241, 3, 3, 379, 0
190, 244, 3, 3, 379, 0
193, 247, 3, 3, 379, 0
196, 250, 3, 3, 376, -3
199, 253, 3, 3, 373, -3
202, 256, 3, 3, 370, -3
205, 259, 3, 3, 367, -3
208, 262, 3, 3, 364, -3
211, 265, 3, 3, 361, -3
214, 268, 3, 3, 361, 0
217, 271, 3, 3, 361, 0
220, 274, 3, 3, 361, 0
223, 277, 3, 3, 361, 0
226, 280, 3, 3, 361, 0
229, 283, 3, 3, 358, -3
232, 286, 3, 3, 355, -3
235, 289, 3, 3, 352, -3
238, 292, 3, 3, 349, -3
241, 295, 3, 3, 346, -3
244, 298, 3, 3, 343, -3
247, 301, 3, 3, 340, -3
250, 304, 3, 3, 340, 0
253, 307, 3, 3, 340, 0
256, 310, 3, 3, 340, 0
259, 313, 3, 3, 340, 0
262, 316, 3, 3, 340, 0
265, 319, 3, 3, 340, 0
268, 322, 3, 3, 337, -3
271, 325, 3, 3, 334, -3
274, 328, 3, 3, 331, -3
277, 331, 3, 3, 328, -3
280, 334, 3, 3, 325, -3
283, 337, 3, 3, 322, -3
286, 340, 3, 3, 322, 0
289, 343, 3, 3, 322, 0
292, 346, 3, 3, 322, 0
295, 349, 3, 3, 322, 0
298, 352, 3, 3, 322, 0
301, 355, 3, 3, 322, 0
304, 358, 3, 3, 322, 0
307, 361, 3, 3, 322, 0
310, 364, 3, 3, 322, 0
313, 367, 3, 3, 322, 0
316, 370, 3, 3, 322, 0
319, 373, 3, 3, 322, 0
322, 376, 3, 3, 322, 0
325, 379, 3, 3, 322, 0
328, 382, 3, 3, 322, 0
331, 385, 3, 3, 322, 0
334, 388, 3, 3, 322, 0
337, 391, 3, 3, 322, 0
340, 394, 3, 3, 322, 0
343, 397, 3, 3, 322, 0
346, 400, 3, 3, 322, 0
349, 403, 3, 3, 322, 0
352, 406, 3, 3, 322, 0
355, 409, 3, 3, 322, 0
358, 412, 3, 3, 325, 3
361, 415, 3, 3, 328, 3
364, 418, 3, 3, 331, 3
367, 421, 3, 3, 334, 3
370, 424, 3, 3, 337, 3
373, 427, 3, 3, 340, 3
376, 430, 3, 3, 340, 0
379, 433, 3, 3, 340, 0
382, 436, 3, 3, 340, 0
385, 439, 3, 3, 340, 0
388, 442, 3, 3, 340, 0
391, 445, 3, 3, 340, 0
394, 448, 3, 3, 340, 0
397, 451, 3, 3, 340, 0
400, 454, 3, 3, 340, 0
403, 457, 3, 3, 340, 0
406, 460, 3, 3, 340, 0
409, 463, 3, 3, 340, 0
412, 466, 3, 3, 340, 0
415, 469, 3, 3, 340, 0
418, 472, 3, 3, 340, 0
421, 475, 3, 3, 340, 0
424, 478, 3, 3, 340, 0
427, 481, 3, 3, 340, 0
430, 484, 3, 3, 340, 0
433, 487, 3, 3, 340, 0
436, 490, 3, 3, 340, 0
439, 493, 3, 3, 340, 0
442, 496, 3, 3, 340, 0
445, 499, 3, 3, 340, 0
448, 502, 3, 3, 340, 0
451, 505, 3, 3, 340, 0
454, 508, 3, 3, 340, 0
457, 511, 3, 3, 340, 0
460, 514, 3, 3, 340, 0
463, 517, 3, 3, 340, 0
466, 520, 3, 3, 340, 0
469, 523, 3, 3, 340, 0
472, 526, 3, 3, 340, 0
475, 529, 3, 3, 340, 0
478, 532, 3, 3, 340, 0
481, 535, 3, 3, 340, 0
484, 538, 3, 3, 340, 0
487, 541, 3, 3, 340, 0
490, 544, 3, 3, 340, 0
493, 547, 3, 3, 340, 0
496, 550, 3, 3, 340, 0
499, 553, 3, 3, 340, 0
502, 556, 3, 3, 340, 0
505, 559, 3, 3, 340, 0
508, 562, 3, 3, 340, 0
511, 565, 3, 3, 340, 0
514, 568, 3, 3, 340, 0
517, 571, 3, 3, 340, 0
520, 574, 3, 3, 340, 0
523, 577, 3, 3, 340, 0
526, 580, 3, 3, 340, 0
529, 583, 3, 3, 340, 0
532, 586, 3, 3, 340, 0
535, 589, 3, 3, 340, 0
538, 592, 3, 3, 340, 0
541, 589, 3, -3, 340, 0
544, 586, 3, -3, 340, 0
547, 583, 3, -3, 340, 0
550, 580, 3, -3, 337, -3
553, 577, 3, -3, 334, -3
556, 574, 3, -3, 331, -3
559, 571, 3, -3, 328, -3
562, 568, 3, -3, 325, -3
565, 565, 3, -3, 325, 0
568, 562, 3, -3, 325, 0
571, 559, 3, -3, 325, 0
574, 556, 3, -3, 325, 0
577, 553, 3, -3, 325, 0
580, 550, 3, -3, 325, 0
583, 547, 3, -3, 325, 0
586, 544, 3, -3, 322, -3
589, 541, 3, -3, 319, -3
592, 538, 3, -3, 316, -3
595, 535, 3, -3, 313, -3
598, 532, 3, -3, 310, -3
601, 529, 3, -3, 307, -3
604, 526, 3, -3, 307, 0
607, 523, 3, -3, 307, 0
610, 520, 3, -3, 307, 0
613, 517, 3, -3, 307, 0
616, 514, 3, -3, 307, 0
619, 511, 3, -3, 307, 0
622, 508, 3, -3, 304, -3
625, 505, 3, -3, 301, -3
628, 502, 3, -3, 298, -3
631, 499, 3, -3, 295, -3
634, 496, 3, -3, 295, 0
637, 493, 3, -3, 295, 0
640, 490, 3, -3, 295, 0
643, 487, 3, -3, 295, 0
646, 484, 3, -3, 295, 0
649, 481, 3, -3, 295, 0
652, 478, 3, -3, 295, 0
655, 475, 3, -3, 295, 0
658, 472, 3, -3, 295, 0
661, 469, 3, -3, 295, 0
664, 466, 3, -3, 295, 0
667, 463, 3, -3, 295, 0
670, 460, 3, -3, 295, 0
673, 457, 3, -3, 295, 0
676, 454, 3, -3, 295, 0
679, 451, 3, -3, 295, 0
682, 448, 3, -3, 295, 0
685, 445, 3, -3, 295, 0
688, 442, 3, -3, 295, 0
691, 439, 3, -3, 295, 0
694, 436, 3, -3, 295, 0
697, 433, 3, -3, 295, 0
700, 430, 3, -3, 295, 0
703, 427, 3, -3, 295, 0
706, 424, 3, -3, 295, 0
709, 421, 3, -3, 295, 0
712, 418, 3, -3, 295, 0
715, 415, 3, -3, 295, 0
718, 412, 3, -3, 295, 0
721, 409, 3, -3, 295, 0
724, 406, 3, -3, 295, 0
727, 403, 3, -3, 295, 0
730, 400, 3, -3, 295, 0
733, 397, 3, -3, 295, 0
736, 394, 3, -3, 295, 0
739, 391, 3, -3, 295, 0
742, 388, 3, -3, 295, 0
745, 385, 3, -3, 295, 0
748, 382, 3, -3, 295, 0
751, 379, 3, -3, 295, 0
754, 376, 3, -3, 295, 0
757, 373, 3, -3, 295, 0
760, 370, 3, -3, 295, 0
763, 367, 3, -3, 295, 0
766, 364, 3, -3, 295, 0
769, 361, 3, -3, 295, 0
772, 358, 3, -3, 295, 0
775, 355, 3, -3, 295, 0
778, 352, 3, -3, 292, -3
781, 349, 3, -3, 289, -3
784, 346, 3, -3, 286, -3
787, 343, 3, -3, 283, -3
790, 340, 3, -3, 280, -3
793, 337, 3, -3, 277, -3
67, 13, 3, 3, 190, 0
70, 16, 3, 3, 190, 0
73, 19, 3, 3, 190, 0
76, 22, 3, 3, 190, 0
79, 25, 3, 3, 190, 0
82, 28, 3, 3, 190, 0
85, 31, 3, 3, 190, 0
88, 34, 3, 3, 190, 0
91, 37, 3, 3, 190, 0
94, 40, 3, 3, 190, 0
97, 43, 3, 3, 190, 0
100, 46, 3, 3, 190, 0
103, 49, 3, 3, 190, 0
106, 52, 3, 3, 190, 0
109, 55, 3, 3, 190, 0
112, 58, 3, 3, 190, 0
115, 61, 3, 3, 190, 0
118, 64, 3, 3, 190, 0
121, 67, 3, 3, 190, 0
124, 70, 3, 3, 190, 0
127, 73, 3, 3, 190, 0
130, 76, 3, 3, 190, 0
133, 79, 3, 3, 190, 0
136, 82, 3, 3, 190, 0
139, 85, 3, 3, 190, 0
142, 88, 3, 3, 190, 0
145, 91, 3, 3, 190, 0
148, 94, 3, 3, 193, 3
151, 97, 3, 3, 196, 3
154, 100, 3, 3, 199, 3
157, 103, 3, 3, 202, 3
160, 106, 3, 3, 205, 3
163, 109, 3, 3, 208, 3
166, 112, 3, 3, 211, 3
169, 115, 3, 3, 214, 3
172, 118, 3, 3, 217, 3
175, 121, 3, 3, 220, 3
178, 124, 3, 3, 223, 3
181, 127, 3, 3, 223, 0
184, 130, 3, 3, 223, 0
187, 133, 3, 3, 223, 0
190, 136, 3, 3, 223, 0
193, 139, 3, 3, 223, 0
196, 142, 3, 3, 223, 0
199, 145, 3, 3, 223, 0
202, 148, 3, 3, 223, 0
205, 151, 3, 3, 226, 3
208, 154, 3, 3, 229, 3
211, 157, 3, 3, 232, 3
214, 160, 3, 3, 235, 3
217, 163, 3, 3, 238, 3
220, 166, 3, 3, 241, 3
223, 169, 3, 3, 241, 0
226, 172, 3, 3, 241, 0
229, 175, 3, 3, 241, 0
232, 178, 3, 3, 241, 0
235, 181, 3, 3, 241, 0
238, 184, 3, 3, 241, 0
241, 187, 3, 3, 241, 0
244, 190, 3, 3, 244, 3
247, 193, 3, 3, 247, 3
250, 196, 3, 3, 250, 3
253, 199, 3, 3, 253, 3
256, 202, 3, 3, 253, 0
259, 205, 3, 3, 253, 0
262, 208, 3, 3, 253, 0
265, 211, 3, 3, 253, 0
268, 214, 3, 3, 253, 0
271, 217, 3, 3, 256, 3
274, 220, 3, 3, 259, 3
277, 223, 3, 3, 262, 3
280, 226, 3, 3, 265, 3
283, 229, 3, 3, 268, 3
286, 232, 3, 3, 271, 3
289, 235, 3, 3, 271, 0
292, 238, 3, 3, 271, 0
295, 241, 3, 3, 271, 0
298, 244, 3, 3, 274, 3
301, 247, 3, 3, 277, 3
304, 250, 3, 3, 280, 3
307, 253, 3, 3, 283, 3
310, 256, 3, 3, 286, 3
313, 259, 3, 3, 289, 3
316, 262, 3, 3, 292, 3
319, 265, 3, 3, 292, 0
322, 268, 3, 3, 292, 0
325, 271, 3, 3, 292, 0
328, 274, 3, 3, 292, 0
331, 277, 3, 3, 292, 0
334, 280, 3, 3, 292, 0
337, 283, 3, 3, 295, 3
340, 286, 3, 3, 298, 3
343, 289, 3, 3, 301, 3
346, 292, 3, 3, 304, 3
349, 295, 3, 3, 307, 3
352, 298, 3, 3, 310, 3
355, 301, 3, 3, 313, 3
358, 304, 3, 3, 316, 3
361, 307, 3, 3, 316, 0
364, 310, 3, 3, 316, 0
367, 313, 3, 3, 316, 0
370, 316, 3, 3, 316, 0
373, 319, 3, 3, 316, 0
376, 322, 3, 3, 319, 3
379, 325, 3, 3, 322, 3
382, 328, 3, 3, 325, 3
385, 331, 3, 3, 328, 3
388, 334, 3, 3, 331, 3
391, 337, 3, 3, 334, 3
394, 340, 3, 3, 337, 3
397, 343, 3, 3, 340, 3
400, 346, 3, 3, 343, 3
403, 349, 3, 3, 346, 3
406, 352, 3, 3, 349, 3
409, 355, 3, 3, 352, 3
412, 358, 3, 3, 355, 3
415, 361, 3, 3, 358, 3
418, 364, 3, 3, 361, 3
421, 367, 3, 3, 364, 3
424, 370, 3, 3, 367, 3
427, 373, 3, 3, 370, 3
430, 376, 3, 3, 373, 3
433, 379, 3, 3, 376, 3
436, 382, 3, 3, 379, 3
439, 385, 3, 3, 382, 3
442, 388, 3, 3, 385, 3
445, 391, 3, 3, 388, 3
448, 394, 3, 3, 391, 3
451, 397, 3, 3, 394, 3
454, 400, 3, 3, 397, 3
457, 403, 3, 3, 400, 3
460, 406, 3, 3, 403, 3
463, 409, 3, 3, 406, 3
466, 412, 3, 3, 409, 3
469, 415, 3, 3, 412, 3
472, 418, 3, 3, 415, 3
475, 421, 3, 3, 418, 3
478, 424, 3, 3, 421, 3
481, 427, 3, 3, 424, 3
484, 430, 3, 3, 427, 3
487, 433, 3, 3, 430, 3
490, 436, 3, 3, 433, 3
493, 439, 3, 3, 433, 0
496, 442, 3, 3, 433, 0
499, 445, 3, 3, 433, 0
502, 448, 3, 3, 433, 0
505, 451, 3, 3, 433, 0
508, 454, 3, 3, 433, 0
511, 457, 3, 3, 433, 0
514, 460, 3, 3, 433, 0
517, 463, 3, 3, 433, 0
520, 466, 3, 3, 433, 0
523, 469, 3, 3, 433, 0
526, 472, 3, 3, 433, 0
529, 475, 3, 3, 433, 0
532, 478, 3, 3, 433, 0
535, 481, 3, 3, 433, 0
538, 484, 3, 3, 433, 0
541, 487, 3, 3, 433, 0
544, 490, 3, 3, 433, 0
547, 493, 3, 3, 433, 0
550, 496, 3, 3, 433, 0
553, 499, 3, 3, 433, 0
556, 502, 3, 3, 433, 0
559, 505, 3, 3, 433, 0
562, 508, 3, 3, 433, 0
565, 511, 3, 3, 433, 0
568, 514, 3, 3, 433, 0
571, 517, 3, 3, 433, 0
574, 520, 3, 3, 433, 0
577, 523, 3, 3, 433, 0
580, 526, 3, 3, 433, 0
583, 529, 3, 3, 433, 0
586, 532, 3, 3, 433, 0
589, 535, 3, 3, 433, 0
592, 538, 3, 3, 433, 0
595, 541, 3, 3, 433, 0
598, 544, 3, 3, 433, 0
601, 547, 3, 3, 433, 0
604, 550, 3, 3, 433, 0
607, 553, 3, 3, 433, 0
610, 556, 3, 3, 433, 0
613, 559, 3, 3, 433, 0
616, 562, 3, 3, 433, 0
619, 565, 3, 3, 433, 0
622, 568, 3, 3, 433, 0
625, 571, 3, 3, 433, 0
628, 574, 3, 3, 433, 0
631, 577, 3, 3, 433, 0
634, 580, 3, 3, 433, 0
637, 583, 3, 3, 433, 0
640, 586, 3, 3, 433, 0
643, 589, 3, 3, 433, 0
646, 592, 3, 3, 433, 0
649, 589, 3, -3, 433, 0
652, 586, 3, -3, 433, 0
655, 583, 3, -3, 436, 3
658, 580, 3, -3, 439, 3
661, 577, 3, -3, 442, 3
664, 574, 3, -3, 445, 3
667, 571, 3, -3, 448, 3
670, 568, 3, -3, 451, 3
673, 565, 3, -3, 454, 3
676, 562, 3, -3, 457, 3
679, 559, 3, -3, 460, 3
682, 556, 3, -3, 463, 3
685, 553, 3, -3, 466, 3
688, 550, 3, -3, 469, 3
691, 547, 3, -3, 472, 3
694, 544, 3, -3, 475, 3
697, 541, 3, -3, 478, 3
700, 538, 3, -3, 481, 3
703, 535, 3, -3, 484, 3
706, 532, 3, -3, 487, 3
709, 529, 3, -3, 490, 3
712, 526, 3, -3, 493, 3
715, 523, 3, -3, 493, 0
718, 520, 3, -3, 493, 0
721, 517, 3, -3, 493, 0
724, 514, 3, -3, 493, 0
727, 511, 3, -3, 493, 0
730, 508, 3, -3, 493, 0
733, 505, 3, -3, 493, 0
736, 502, 3, -3, 493, 0
739, 499, 3, -3, 493, 0
742, 496, 3, -3, 493, 0
745, 493, 3, -3, 490, -3
748, 490, 3, -3, 487, -3
751, 487, 3, -3, 484, -3
754, 484, 3, -3, 481, -3
757, 481, 3, -3, 478, -3
760, 478, 3, -3, 475, -3
763, 475, 3, -3, 472, -3
766, 472, 3, -3, 469, -3
769, 469, 3, -3, 466, -3
772, 466, 3, -3, 463, -3
775, 463, 3, -3, 460, -3
772, 460, -3, -3, 457, -3
769, 457, -3, -3, 454, -3
766, 454, -3, -3, 451, -3
763, 451, -3, -3, 448, -3
760, 448, -3, -3, 445, -3
757, 445, -3, -3, 442, -3
754, 442, -3, -3, 439, -3
751, 439, -3, -3, 436, -3
748, 436, -3, -3, 433, -3
745, 433, -3, -3, 430, -3
742, 430, -3, -3, 427, -3
739, 427, -3, -3, 424, -3
736, 424, -3, -3, 421, -3
733, 421, -3, -3, 418, -3
730, 418, -3, -3, 415, -3
727, 415, -3, -3, 412, -3
724, 412, -3, -3, 409, -3
721, 409, -3, -3, 406, -3
718, 406, -3, -3, 403, -3
715, 403, -3, -3, 400, -3
712, 400, -3, -3, 397, -3
709, 397, -3, -3, 394, -3
706, 394, -3, -3, 391, -3
703, 391, -3, -3, 388, -3
700, 388, -3, -3, 385, -3
697, 385, -3, -3, 382, -3
694, 382, -3, -3, 379, -3
691, 379, -3, -3, 376, -3
688, 376, -3, -3, 376, 0
685, 373, -3, -3, 376, 0
682, 370, -3, -3, 376, 0
679, 367, -3, -3, 376, 0
676, 364, -3, -3, 376, 0
673, 361, -3, -3, 376, 0
670, 358, -3, -3, 376, 0
667, 355, -3, -3, 376, 0
664, 352, -3, -3, 376, 0
661, 349, -3, -3, 376, 0
658, 346, -3, -3, 376, 0
655, 343, -3, -3, 376, 0
652, 340, -3, -3, 376, 0
649, 337, -3, -3, 376, 0
646, 334, -3, -3, 376, 0
643, 331, -3, -3, 376, 0
640, 328, -3, -3, 376, 0
637, 325, -3, -3, 376, 0
634, 322, -3, -3, 376, 0
631, 319, -3, -3, 376, 0
628, 316, -3, -3, 376, 0
625, 313, -3, -3, 376, 0
622, 310, -3, -3, 376, 0
619, 307, -3, -3, 376, 0
616, 304, -3, -3, 376, 0
613, 301, -3, -3, 376, 0
610, 298, -3, -3, 376, 0
607, 295, -3, -3, 376, 0
604, 292, -3, -3, 376, 0
601, 289, -3, -3, 376, 0
598, 286, -3, -3, 376, 0
595, 283, -3, -3, 376, 0
592, 280, -3, -3, 376, 0
589, 277, -3, -3, 376, 0
586, 274, -3, -3, 376, 0
